STRUCTURE,STRUCTURE_ID,freq,assist,lev_limit,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,BG,2019,43.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,CY,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,CZ,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,DE,2019,60.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,DK,2019,59.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,EE,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,EL,2019,34.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,ES,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,EU27_2020,2019,52.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,FI,2019,76.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,FR,2019,72.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,HR,2019,49.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,HU,2019,57.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,IE,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,IS,2019,58.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,IT,2019,33.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,LT,2019,37.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,LU,2019,58.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,LV,2019,44.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,MT,2019,56.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,NL,2019,74.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,PL,2019,59.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,PT,2019,53.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,RO,2019,30.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,RS,2019,38.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,SE,2019,74.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,SI,2019,48.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,SK,2019,63.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,F,PC,TR,2019,36.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,AT,2019,57.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,BE,2019,87.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,BG,2019,44.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,CY,2019,18.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,CZ,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,DE,2019,65.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,DK,2019,74.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,EE,2019,13.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,EL,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,ES,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,EU27_2020,2019,59.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,FI,2019,76.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,FR,2019,75.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,HR,2019,39.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,HU,2019,61.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,IE,2019,34.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,IT,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,LT,2019,39.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,LU,2019,65.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,LV,2019,49.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,MT,2019,76.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,NL,2019,84.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,PL,2019,70.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,PT,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,RO,2019,38.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,RS,2019,41.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,SE,2019,72.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,SI,2019,61.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,SK,2019,56.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,M,PC,TR,2019,37.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,AT,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,BE,2019,77.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,BG,2019,43.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,CY,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,CZ,2019,55.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,DE,2019,62.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,DK,2019,66.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,EE,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,EL,2019,29.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,ES,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,EU27_2020,2019,55.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,FI,2019,76.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,FR,2019,73.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,HR,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,HU,2019,59.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,IE,2019,37.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,IS,2019,64.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,IT,2019,31.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,LT,2019,38.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,LU,2019,61.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,LV,2019,45.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,MT,2019,64.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,NL,2019,78.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,PL,2019,63.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,PT,2019,49.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,RO,2019,32.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,RS,2019,39.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,SE,2019,73.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,SI,2019,54.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,SK,2019,60.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE55,T,PC,TR,2019,37.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,AT,2014,54.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,AT,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,BE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,BE,2019,70.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,BG,2014,36.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,BG,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,CY,2014,23.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,CY,2019,14.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,CZ,2014,42.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,CZ,2019,46.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,DE,2014,51.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,DE,2019,56.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,DK,2014,58.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,DK,2019,55.4,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EE,2014,12.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EE,2019,14.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EL,2014,36.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EL,2019,32.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,ES,2014,19.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,ES,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EU27_2020,2014,42.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EU27_2020,2019,48.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,EU28,2014,43.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,FI,2014,75.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,FI,2019,73.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,FR,2014,46.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,FR,2019,71.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,HR,2014,51.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,HR,2019,46.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,HU,2014,44.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,HU,2019,50.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IE,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IT,2014,30.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,IT,2019,33.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LT,2014,50.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LT,2019,34.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LU,2019,47.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LV,2014,48.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,LV,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,MT,2014,5.1,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,MT,2019,47.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,NL,2014,78.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,NL,2019,71.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,PL,2014,50.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,PL,2019,55.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,PT,2014,35.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,PT,2019,51.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,RO,2014,25.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,RO,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,RS,2019,39.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SE,2014,63.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SE,2019,70.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SI,2014,39.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SI,2019,41.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SK,2014,39.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,SK,2019,57.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,TR,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,TR,2019,36.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,F,PC,UK,2014,46.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,AT,2014,65.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,AT,2019,49.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,BE,2014,88.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,BE,2019,91.8,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,BG,2014,35.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,BG,2019,43.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,CY,2014,14.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,CY,2019,20.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,CZ,2014,52.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,CZ,2019,55.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,DE,2014,66.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,DE,2019,61.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,DK,2014,54.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,DK,2019,67.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EL,2014,29.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EL,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,ES,2014,17.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,ES,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EU27_2020,2014,50.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EU27_2020,2019,53.6,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,EU28,2014,49.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,FI,2014,74.2,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,FI,2019,67.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,FR,2014,45.5,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,FR,2019,72.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,HR,2014,60.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,HR,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,HU,2014,62.0,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,HU,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IE,2019,26.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IT,2014,33.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,IT,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LT,2014,54.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LT,2019,31.9,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LU,2019,56.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LV,2014,52.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,LV,2019,45.7,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,MT,2019,81.3,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,NL,2014,82.7,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,NL,2019,81.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,NO,2014,57.6,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,PL,2014,60.1,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,PL,2019,71.5,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,PT,2014,38.0,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,PT,2019,37.8,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,RO,2014,25.4,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,RO,2019,35.2,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,RS,2019,31.9,
dataflow,ESTAT:HLTH_EHIS_PCHLPD(1.0),A,NND,MOD,Y_GE65,M,PC,SE,2014,76.4,u
